sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2820138,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in Adobe Reader, which can be used to gain initial access to a system through malicious web content, fitting the Initial Access phase.",ext to int,CVE-2016-1062,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to bypass JavaScript API execution restrictions via unspecified vectors, a different vulnerability than CVE-2016-1038, CVE-2016-1039, CVE-2016-1040, CVE-2016-1041, CVE-2016-1042, CVE-2016-1044, and CVE-2016-1117.",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-1062) that can lead to successful compromise of client endpoints through exploit kits, indicating a significant security impact.","webclient,exploit,trojan,cve,Web_Client_Attacks**"
2820139,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203.001,"The rule detects potential exploitation of a vulnerability in Adobe Reader through JavaScript in web content, indicating an attempt to gain initial access to the endpoint by exploiting client-side software.",ext to int,CVE-2016-1064,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2016-1037, CVE-2016-1063, CVE-2016-1071, CVE-2016-1072, CVE-2016-1073, CVE-2016-1074, CVE-2016-1076, CVE-2016-1077, CVE-2016-1078, CVE-2016-1080, CVE-2016-1081, CVE-2016-1082, CVE-2016-1083, CVE-2016-1084, CVE-2016-1085, CVE-2016-1086, CVE-2016-1088, CVE-2016-1093, CVE-2016-1095, CVE-2016-1116, CVE-2016-1118, CVE-2016-1119, CVE-2016-1120, CVE-2016-1123, CVE-2016-1124, CVE-2016-1125, CVE-2016-1126, CVE-2016-1127, CVE-2016-1128, CVE-2016-1129, CVE-2016-1130, CVE-2016-4088, CVE-2016-4089, CVE-2016-4090, CVE-2016-4093, CVE-2016-4094, CVE-2016-4096, CVE-2016-4097, CVE-2016-4098, CVE-2016-4099, CVE-2016-4100, CVE-2016-4101, CVE-2016-4103, CVE-2016-4104, and CVE-2016-4105.",7,Malware,"The rule detects a potential exploitation of a known vulnerability (CVE-2016-1064) in Adobe Reader, indicating a successful compromise attempt against client endpoints.","webclient,exploit,javascript,cve,Web_Client_Attacks**"
2820140,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in Adobe Reader, which is indicative of an initial access phase where an attacker attempts to exploit client software to gain a foothold in the environment.",ext to int,CVE-2016-1065,5/11/16 10:59,10,10,"Use-after-free vulnerability in Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2016-1045, CVE-2016-1046, CVE-2016-1047, CVE-2016-1048, CVE-2016-1049, CVE-2016-1050, CVE-2016-1051, CVE-2016-1052, CVE-2016-1053, CVE-2016-1054, CVE-2016-1055, CVE-2016-1056, CVE-2016-1057, CVE-2016-1058, CVE-2016-1059, CVE-2016-1060, CVE-2016-1061, CVE-2016-1066, CVE-2016-1067, CVE-2016-1068, CVE-2016-1069, CVE-2016-1070, CVE-2016-1075, CVE-2016-1094, CVE-2016-1121, CVE-2016-1122, CVE-2016-4102, and CVE-2016-4107.",7,Malware,"The rule detects a specific exploit (CVE-2016-1065) that can lead to a successful compromise of client endpoints, indicating a significant security impact.","webclient,exploit,trojan,vulnerability,Web_Client_Attacks**"
2820141,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in Adobe Reader, indicating an attempt to compromise a client endpoint, which aligns with the Initial Access phase.",ext to int,CVE-2016-1067,5/11/16 10:59,10,10,"Use-after-free vulnerability in Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2016-1045, CVE-2016-1046, CVE-2016-1047, CVE-2016-1048, CVE-2016-1049, CVE-2016-1050, CVE-2016-1051, CVE-2016-1052, CVE-2016-1053, CVE-2016-1054, CVE-2016-1055, CVE-2016-1056, CVE-2016-1057, CVE-2016-1058, CVE-2016-1059, CVE-2016-1060, CVE-2016-1061, CVE-2016-1065, CVE-2016-1066, CVE-2016-1068, CVE-2016-1069, CVE-2016-1070, CVE-2016-1075, CVE-2016-1094, CVE-2016-1121, CVE-2016-1122, CVE-2016-4102, and CVE-2016-4107.",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-1067) that can lead to successful exploitation of client software, indicating a higher risk of compromise.","pdf,javascript,exploit,client,Web_Client_Attacks**"
2820142,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule targets a specific vulnerability (CVE-2016-1068) in Adobe Reader that can be exploited through malicious web content, indicating an attempt to gain initial access to a client endpoint.",ext to int,CVE-2016-1068,5/11/16 10:59,10,10,"Use-after-free vulnerability in Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2016-1045, CVE-2016-1046, CVE-2016-1047, CVE-2016-1048, CVE-2016-1049, CVE-2016-1050, CVE-2016-1051, CVE-2016-1052, CVE-2016-1053, CVE-2016-1054, CVE-2016-1055, CVE-2016-1056, CVE-2016-1057, CVE-2016-1058, CVE-2016-1059, CVE-2016-1060, CVE-2016-1061, CVE-2016-1065, CVE-2016-1066, CVE-2016-1067, CVE-2016-1069, CVE-2016-1070, CVE-2016-1075, CVE-2016-1094, CVE-2016-1121, CVE-2016-1122, CVE-2016-4102, and CVE-2016-4107.",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-1068) that can lead to successful exploitation of client endpoints, indicating a high potential impact on security.","web,exploit,client,vulnerability,Web_Client_Attacks**"
2820143,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in Adobe Reader, indicating an initial access attempt through a client-side attack targeting the web browser.",ext to int,CVE-2016-1069,5/11/16 10:59,10,10,"Use-after-free vulnerability in Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2016-1045, CVE-2016-1046, CVE-2016-1047, CVE-2016-1048, CVE-2016-1049, CVE-2016-1050, CVE-2016-1051, CVE-2016-1052, CVE-2016-1053, CVE-2016-1054, CVE-2016-1055, CVE-2016-1056, CVE-2016-1057, CVE-2016-1058, CVE-2016-1059, CVE-2016-1060, CVE-2016-1061, CVE-2016-1065, CVE-2016-1066, CVE-2016-1067, CVE-2016-1068, CVE-2016-1070, CVE-2016-1075, CVE-2016-1094, CVE-2016-1121, CVE-2016-1122, CVE-2016-4102, and CVE-2016-4107.",7,Malware,"The rule detects a potential exploitation of a known vulnerability (CVE-2016-1069) in Adobe Reader, indicating a successful compromise that could allow malware execution.","javascript,exploit,client,trojan,Web_Client_Attacks**"
2820144,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of Adobe Reader vulnerabilities via JavaScript payloads, indicating an attempt to gain initial access through client-side exploitation.",ext to int,CVE-2016-1072,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2016-1037, CVE-2016-1063, CVE-2016-1064, CVE-2016-1071, CVE-2016-1073, CVE-2016-1074, CVE-2016-1076, CVE-2016-1077, CVE-2016-1078, CVE-2016-1080, CVE-2016-1081, CVE-2016-1082, CVE-2016-1083, CVE-2016-1084, CVE-2016-1085, CVE-2016-1086, CVE-2016-1088, CVE-2016-1093, CVE-2016-1095, CVE-2016-1116, CVE-2016-1118, CVE-2016-1119, CVE-2016-1120, CVE-2016-1123, CVE-2016-1124, CVE-2016-1125, CVE-2016-1126, CVE-2016-1127, CVE-2016-1128, CVE-2016-1129, CVE-2016-1130, CVE-2016-4088, CVE-2016-4089, CVE-2016-4090, CVE-2016-4093, CVE-2016-4094, CVE-2016-4096, CVE-2016-4097, CVE-2016-4098, CVE-2016-4099, CVE-2016-4100, CVE-2016-4101, CVE-2016-4103, CVE-2016-4104, and CVE-2016-4105.",7,Malware,"The rule detects a successful compromise related to a known vulnerability in Adobe Reader, which can lead to malware execution.","exploit,javascript,client,trojan,Web_Client_Attacks**"
2820145,Initial Access,Exploitation of Remote Services,T1210,Exploitation for Client Execution,T1203,"The rule targets a known vulnerability in Adobe Reader (CVE-2016-1073) that can be exploited through malicious web content, allowing an attacker to execute code on a victim's client endpoint, which aligns with the Initial Access phase.",ext to int,CVE-2016-1073,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2016-1037, CVE-2016-1063, CVE-2016-1064, CVE-2016-1071, CVE-2016-1072, CVE-2016-1074, CVE-2016-1076, CVE-2016-1077, CVE-2016-1078, CVE-2016-1080, CVE-2016-1081, CVE-2016-1082, CVE-2016-1083, CVE-2016-1084, CVE-2016-1085, CVE-2016-1086, CVE-2016-1088, CVE-2016-1093, CVE-2016-1095, CVE-2016-1116, CVE-2016-1118, CVE-2016-1119, CVE-2016-1120, CVE-2016-1123, CVE-2016-1124, CVE-2016-1125, CVE-2016-1126, CVE-2016-1127, CVE-2016-1128, CVE-2016-1129, CVE-2016-1130, CVE-2016-4088, CVE-2016-4089, CVE-2016-4090, CVE-2016-4093, CVE-2016-4094, CVE-2016-4096, CVE-2016-4097, CVE-2016-4098, CVE-2016-4099, CVE-2016-4100, CVE-2016-4101, CVE-2016-4103, CVE-2016-4104, and CVE-2016-4105.",7,Advanced Persistent Threats (APTs),"This rule detects a known vulnerability (CVE-2016-1073) that can lead to successful compromise via exploit kits targeting web client software, indicating a significant security threat.","exploit,javascript,client,vulnerability,Web_Client_Attacks**"
2820146,Initial Access,Exploitation of Public-Facing Applications,TA0040,Exploitation of Vulnerability,T1203,"The rule detects potential exploitation of a known vulnerability in Adobe Reader (CVE-2016-1079) through malicious web content, indicative of initial access attempts via compromised client applications.",ext to int,CVE-2016-1079,5/11/16 10:59,2.9,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to obtain sensitive information from process memory via unspecified vectors, a different vulnerability than CVE-2016-1092.",7,Malware,"The rule detects a potential exploitation of a known vulnerability (CVE-2016-1079) in Adobe Reader, indicating a successful compromise of the client endpoint.","exploit,client,pdf,trojan,Web_Client_Attacks**"
2820148,Initial Access,Exploit Public-Facing Application,TA0040,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in Adobe Acrobat Reader, which is an attack against a client application, indicating initial access through exploitation of a public-facing application.",ext to int,CVE-2016-1081,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2016-1037, CVE-2016-1063, CVE-2016-1064, CVE-2016-1071, CVE-2016-1072, CVE-2016-1073, CVE-2016-1074, CVE-2016-1076, CVE-2016-1077, CVE-2016-1078, CVE-2016-1080, CVE-2016-1082, CVE-2016-1083, CVE-2016-1084, CVE-2016-1085, CVE-2016-1086, CVE-2016-1088, CVE-2016-1093, CVE-2016-1095, CVE-2016-1116, CVE-2016-1118, CVE-2016-1119, CVE-2016-1120, CVE-2016-1123, CVE-2016-1124, CVE-2016-1125, CVE-2016-1126, CVE-2016-1127, CVE-2016-1128, CVE-2016-1129, CVE-2016-1130, CVE-2016-4088, CVE-2016-4089, CVE-2016-4090, CVE-2016-4093, CVE-2016-4094, CVE-2016-4096, CVE-2016-4097, CVE-2016-4098, CVE-2016-4099, CVE-2016-4100, CVE-2016-4101, CVE-2016-4103, CVE-2016-4104, and CVE-2016-4105.",7,Malware,"The rule detects a potential exploitation of a known vulnerability (CVE-2016-1081) in Adobe Acrobat Reader, indicating a successful compromise could occur, thus warranting a higher impact score.","client,javascript,exploit,vulnerability,Web_Client_Attacks**"
2820149,Initial Access,Exploitation of Remote Services,T1210,Exploitation of Client Vulnerabilities,T1203,"The rule detects potential exploitation of a vulnerability in Adobe Acrobat Reader, which aligns with initial access methods where attackers exploit client-side vulnerabilities to gain a foothold on the target system.",ext to int,CVE-2016-1082,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2016-1037, CVE-2016-1063, CVE-2016-1064, CVE-2016-1071, CVE-2016-1072, CVE-2016-1073, CVE-2016-1074, CVE-2016-1076, CVE-2016-1077, CVE-2016-1078, CVE-2016-1080, CVE-2016-1081, CVE-2016-1083, CVE-2016-1084, CVE-2016-1085, CVE-2016-1086, CVE-2016-1088, CVE-2016-1093, CVE-2016-1095, CVE-2016-1116, CVE-2016-1118, CVE-2016-1119, CVE-2016-1120, CVE-2016-1123, CVE-2016-1124, CVE-2016-1125, CVE-2016-1126, CVE-2016-1127, CVE-2016-1128, CVE-2016-1129, CVE-2016-1130, CVE-2016-4088, CVE-2016-4089, CVE-2016-4090, CVE-2016-4093, CVE-2016-4094, CVE-2016-4096, CVE-2016-4097, CVE-2016-4098, CVE-2016-4099, CVE-2016-4100, CVE-2016-4101, CVE-2016-4103, CVE-2016-4104, and CVE-2016-4105.",7,Malware,The rule detects a specific vulnerability (CVE-2016-1082) that can lead to a successful compromise of client endpoints through a JavaScript exploit.,"web,client,exploit,javascript,Web_Client_Attacks**"
2820150,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects attempts to exploit a vulnerability in Adobe Acrobat Reader (CVE-2016-1083) via malicious JavaScript, which is indicative of initial access attempts through client-side exploitation.",ext to int,CVE-2016-1083,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2016-1037, CVE-2016-1063, CVE-2016-1064, CVE-2016-1071, CVE-2016-1072, CVE-2016-1073, CVE-2016-1074, CVE-2016-1076, CVE-2016-1077, CVE-2016-1078, CVE-2016-1080, CVE-2016-1081, CVE-2016-1082, CVE-2016-1084, CVE-2016-1085, CVE-2016-1086, CVE-2016-1088, CVE-2016-1093, CVE-2016-1095, CVE-2016-1116, CVE-2016-1118, CVE-2016-1119, CVE-2016-1120, CVE-2016-1123, CVE-2016-1124, CVE-2016-1125, CVE-2016-1126, CVE-2016-1127, CVE-2016-1128, CVE-2016-1129, CVE-2016-1130, CVE-2016-4088, CVE-2016-4089, CVE-2016-4090, CVE-2016-4093, CVE-2016-4094, CVE-2016-4096, CVE-2016-4097, CVE-2016-4098, CVE-2016-4099, CVE-2016-4100, CVE-2016-4101, CVE-2016-4103, CVE-2016-4104, and CVE-2016-4105.",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-1083) that can lead to successful exploitation and compromise of client endpoints, indicating a significant security impact.","javascript,exploit,webclient,cve,Web_Client_Attacks**"
2820151,Initial Access,Exploit Public-Facing Application,TA0040,Exploitation for Client Execution,T1203,"The rule targets vulnerabilities in web client software, specifically Adobe Acrobat Reader, indicating an attempt to exploit a client application for initial access.",ext to int,CVE-2016-1084,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2016-1037, CVE-2016-1063, CVE-2016-1064, CVE-2016-1071, CVE-2016-1072, CVE-2016-1073, CVE-2016-1074, CVE-2016-1076, CVE-2016-1077, CVE-2016-1078, CVE-2016-1080, CVE-2016-1081, CVE-2016-1082, CVE-2016-1083, CVE-2016-1085, CVE-2016-1086, CVE-2016-1088, CVE-2016-1093, CVE-2016-1095, CVE-2016-1116, CVE-2016-1118, CVE-2016-1119, CVE-2016-1120, CVE-2016-1123, CVE-2016-1124, CVE-2016-1125, CVE-2016-1126, CVE-2016-1127, CVE-2016-1128, CVE-2016-1129, CVE-2016-1130, CVE-2016-4088, CVE-2016-4089, CVE-2016-4090, CVE-2016-4093, CVE-2016-4094, CVE-2016-4096, CVE-2016-4097, CVE-2016-4098, CVE-2016-4099, CVE-2016-4100, CVE-2016-4101, CVE-2016-4103, CVE-2016-4104, and CVE-2016-4105.",8,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-1084) that can lead to successful compromise through exploitation of Adobe Acrobat Reader, indicating a significant threat to client endpoints.","webclient,javascript,exploit,cve,Web_Client_Attacks**"
2820152,Initial Access,Drive-by Compromise,T1189,Exploit Public-Facing Application,T1190,"The rule detects attempts to exploit a vulnerability in Adobe Acrobat Reader via JavaScript, indicative of drive-by compromise techniques used to gain initial access to a system.",ext to int,CVE-2016-1085,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2016-1037, CVE-2016-1063, CVE-2016-1064, CVE-2016-1071, CVE-2016-1072, CVE-2016-1073, CVE-2016-1074, CVE-2016-1076, CVE-2016-1077, CVE-2016-1078, CVE-2016-1080, CVE-2016-1081, CVE-2016-1082, CVE-2016-1083, CVE-2016-1084, CVE-2016-1086, CVE-2016-1088, CVE-2016-1093, CVE-2016-1095, CVE-2016-1116, CVE-2016-1118, CVE-2016-1119, CVE-2016-1120, CVE-2016-1123, CVE-2016-1124, CVE-2016-1125, CVE-2016-1126, CVE-2016-1127, CVE-2016-1128, CVE-2016-1129, CVE-2016-1130, CVE-2016-4088, CVE-2016-4089, CVE-2016-4090, CVE-2016-4093, CVE-2016-4094, CVE-2016-4096, CVE-2016-4097, CVE-2016-4098, CVE-2016-4099, CVE-2016-4100, CVE-2016-4101, CVE-2016-4103, CVE-2016-4104, and CVE-2016-4105.",7,Malware,"The rule detects a specific vulnerability (CVE-2016-1085) that can lead to a successful compromise of client endpoints through exploitation of Adobe Acrobat Reader, indicating a significant security impact.","web,client,exploit,javascript,Web_Client_Attacks**"
2820153,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule targets vulnerabilities in web client software, specifically Adobe Acrobat Reader, indicating an attempt to exploit these vulnerabilities to gain initial access to the system.",ext to int,CVE-2016-1086,5/11/16 10:59,10,10,"Adobe Reader and Acrobat before 11.0.16, Acrobat and Acrobat Reader DC Classic before 15.006.30172, and Acrobat and Acrobat Reader DC Continuous before 15.016.20039 on Windows and OS X allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2016-1037, CVE-2016-1063, CVE-2016-1064, CVE-2016-1071, CVE-2016-1072, CVE-2016-1073, CVE-2016-1074, CVE-2016-1076, CVE-2016-1077, CVE-2016-1078, CVE-2016-1080, CVE-2016-1081, CVE-2016-1082, CVE-2016-1083, CVE-2016-1084, CVE-2016-1085, CVE-2016-1088, CVE-2016-1093, CVE-2016-1095, CVE-2016-1116, CVE-2016-1118, CVE-2016-1119, CVE-2016-1120, CVE-2016-1123, CVE-2016-1124, CVE-2016-1125, CVE-2016-1126, CVE-2016-1127, CVE-2016-1128, CVE-2016-1129, CVE-2016-1130, CVE-2016-4088, CVE-2016-4089, CVE-2016-4090, CVE-2016-4093, CVE-2016-4094, CVE-2016-4096, CVE-2016-4097, CVE-2016-4098, CVE-2016-4099, CVE-2016-4100, CVE-2016-4101, CVE-2016-4103, CVE-2016-4104, and CVE-2016-4105.",7,Malware,"The rule indicates a potential exploitation of a known vulnerability (CVE-2016-1086) in Adobe Acrobat Reader, suggesting a successful compromise could occur.","webclient,exploit,javascript,trojan,Web_Client_Attacks**"
2820213,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects a specific exploit kit targeting a web application, indicating an attempt to gain initial access through exploitation of vulnerabilities in public-facing applications.",int to ext,,,,,,7,Malware,"The rule detects a specific exploit URI structure associated with an exploit kit, indicating a successful compromise attempt.","exploit,http,uri,flash"
2820233,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often associated with Tor usage. This behavior can indicate potential command and control activity, as attackers may use Tor to communicate with compromised systems while evading detection.",int to ext,,,,,,3,Command and Control (C2),"The rule alerts on DNS queries to a .onion domain, indicating potential use of TOR which could be associated with C2 activities. However, it does not confirm a successful compromise.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820234,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which is commonly associated with Tor and can be used for command and control communication. This behavior may indicate that a client is utilizing Tor for potentially malicious purposes, warranting further investigation.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate the use of TOR. While this can be associated with malicious activity, it does not confirm a successful compromise and is more indicative of potential policy violations.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820257,Initial Access,Initial Access,TA0001,Spear Phishing Attachment,T1566.001,"The rule detects a mobile malware downloader that targets Android devices, indicating an initial access vector where the malware is introduced to the system through a malicious APK file.",ext to int,,,,,,8,Malware,"The rule detects a mobile malware downloader that can lead to successful compromise of the device, indicated by the specific APK being downloaded.","android,trojan,downloader,malware,Android**"
2820258,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a mobile malware download attempt, indicative of an initial access vector where malware is delivered via a compromised or malicious URL, aligning with the drive-by compromise technique.",ext to int,,,,,,8,Malware,"The rule detects a successful malware download targeting Android devices, indicating a high likelihood of compromise.","trojan,downloader,android,malware,Android**"
2820266,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects the download of a Microsoft Rich Text File that contains embedded Flash, which is indicative of a drive-by download attack targeting web browsers. This aligns with the Initial Access phase as it seeks to exploit vulnerabilities in client software to gain unauthorized access.",ext to int,,,,,,7,Malware,"The rule detects a potential successful download of a malicious RTF file containing embedded Flash, which could compromise the client endpoint if exploited.","client,download,exploit,flash,Web_Client_Attacks**"
2820267,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects attempts to exploit vulnerabilities in web client software to download malicious files, indicative of drive-by download attacks that facilitate initial access.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects a potential successful exploit targeting web client vulnerabilities, indicating a high risk of compromise to client endpoints.","web,client,download,exploit,Web_Client_Attacks**"
2820272,Initial Access,Exploitation for Client Execution,TA0040,Exploitation of Vulnerability,T1203,"The rule targets the exploitation of a known vulnerability in web client software (CVE-2016-4117) to facilitate the download of malicious content, indicative of an initial access attempt.",ext to int,CVE-2016-4117,5/11/16 1:59,5.9,3.9,"Adobe Flash Player 21.0.0.226 and earlier allows remote attackers to execute arbitrary code via unspecified vectors, as exploited in the wild in May 2016.",7,Malware,"The rule detects a potential successful compromise via a known vulnerability (CVE-2016-4117) in web client software, indicating a higher impact on security.","webclient,exploit,download,cve,Web_Client_Attacks**"
2820278,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are commonly associated with TOR usage. TOR can be used for legitimate purposes, but it may also indicate that a client is communicating with a command and control server, especially if malware is involved. Hence, it maps to the Command and Control phase.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to .onion domains, which may indicate potential use of TOR for C2 purposes. However, it does not confirm a successful compromise.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820279,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often associated with Tor and can be used for command and control communications. While the presence of such queries does not inherently indicate malicious activity, it raises concerns about potential use in C2 scenarios.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to .onion domains, which may indicate the use of Tor for anonymity. While this could be a sign of potential malicious activity, it does not confirm a successful compromise. The impact score is low since it is based on policy violations rather than confirmed threats.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820280,Command and Control,Command and Control,TA0011,Application Layer Protocol: DNS,T1571,"The rule detects DNS queries to a .onion domain, which may indicate the use of Tor for command and control purposes. This behavior could suggest that a client is compromised or engaging in unauthorized activities, warranting further investigation.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which could indicate potential TOR usage. However, it does not confirm a successful compromise and is more indicative of policy violation rather than an immediate threat.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820281,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often associated with Tor usage. Tor can be utilized for command and control communications, indicating potential malicious activity or policy violations.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a TOR domain, which could indicate potential misuse or evasion tactics. However, it does not confirm a successful compromise or malicious activity.","dns,anomaly,policy,tor,DNS_Onion_Query**"
2820282,Command and Control,Command and Control,TA0011,Application Layer Protocol: DNS,T1071.001,"The detection of DNS queries to .onion domains indicates potential use of Tor for command and control, which aligns with the Command and Control phase of an attack.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate the use of TOR for anonymity. While this could suggest potential malicious activity, it does not confirm a successful compromise or direct malicious intent, thus a lower impact score.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2820286,Initial Access,Exploit Public-Facing Application,T1190,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of Adobe Flash vulnerabilities in web browsers, which aligns with initial access techniques where attackers exploit software vulnerabilities to gain entry into a system.",ext to int,CVE-2016-4117,5/11/16 1:59,5.9,3.9,"Adobe Flash Player 21.0.0.226 and earlier allows remote attackers to execute arbitrary code via unspecified vectors, as exploited in the wild in May 2016.",7,Advanced Persistent Threats (APTs),"The rule detects a specific vulnerability (CVE-2016-4117) that, if exploited, can lead to a successful compromise of client endpoints, thus warranting a higher impact score.","client,exploit,flash,vulnerability,Web_Client_Attacks**"
